parcel_feature_id,hex_id,hc_cluster,algo_classification,mistral7b_classification,phi4_classification
442a0f3b-6828-41af-bbe8-f80d7022f05a,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
4778a5df-26f3-45a1-9a82-894d1ae25433,8a2a8ac6c967fff,0,Industrial,Industrial,Government/Public
47e13e99-fc2a-4162-b392-f095e0b6ccbd,8a2a8ad4b527fff,0,Commercial,Commercial,Commercial
522b2961-c9a2-410a-8cf1-f63aa1580711,8a2a8ad4b527fff,0,Single-Family Residential,Single-Family Residential,Mixed Use
52798811-ba07-4a9c-92e3-317ab6c6554b,8a2a8ad4b527fff,0,Single-Family Residential,Single-Family Residential,Mixed Use
5f715c6d-bcf3-4b3c-96d2-0fea2b87eb96,8a2a8ac64307fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
6580bbaa-1308-419a-be58-f21f3859d76a,8a2a8ac6008ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
6f901ef7-4309-4293-9995-1746d5e5db81,8a2a8ac66ad7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
71972779-4149-42f4-a2db-2c24a2282982,8a2a8ad4b527fff,0,Single-Family Residential,Single-Family Residential,Mixed Use
72fc9efc-84a7-4e06-b19b-9b1e53d319f9,8a2a8ac64687fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
74138aa4-a07d-4efa-81e7-a16b21584689,8a2a8ad48097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
775fb061-c2f9-4e27-a852-826c8e9042b1,8a2a8ac6466ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
775fb061-c2f9-4e27-a852-826c8e9042b1,8a2a8ac6464ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
7e4fbedd-8b2d-4e38-837f-9a16e360f7c8,8a2a8ac66ae7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
982b5880-ac86-4544-8e74-27a186e25bbd,8a2a8ad4a82ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
81fb6604-ad3e-466a-b86f-6751fd943633,8a2a8ac60d97fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8531e0f5-1f98-47c1-a213-0f5ae928c960,8a2a8ac64097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
85ee0fa4-d459-4ed9-91e2-bd313f6ed42b,8a2a8ad4aa9ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
880695d9-8502-4807-9719-8aa30c24c11c,8a2a8ac66a17fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
897d2c24-08bf-45aa-bea8-23343cd9def3,8a2a8ac65b1ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8c9dc108-9039-4f56-828d-fa9aeb668305,8a2a8ac65107fff,0,Commercial (Vacant),Commercial,Commercial
8caf5d18-27cd-45e1-b85b-1e345d7eac15,8a2a8ad4b527fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8fab790c-dd7c-4c58-9b1a-2ef4399ca752,8a2a8a892a8ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
90983baa-e46a-4d85-9e31-c6597c249b9b,8a2a8ac6530ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9195a925-0835-46f0-ba74-2c95bc7a6ea4,8a2a8ac65adffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9e9081c2-0439-48ec-9c42-937ef6d71b11,8a2a8ad4bd97fff,0,Single-Family Residential,Single-Family Residential,Mixed Use
a18bf198-7953-413b-b617-48f0d3f0e333,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
a71a4233-2700-4521-8537-c996296c274d,8a2a8ac66baffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ab9b6120-34f5-496e-9a9f-e9ceab6cad3b,8a2a8ac66a67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ab9b6120-34f5-496e-9a9f-e9ceab6cad3b,8a2a8ac66a77fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ac664d94-b2fe-4abb-b7e7-4bfa67eb1c3b,8a2a8ac6099ffff,0,Single-Family Residential,Single-Family Residential,Multi-Family Residential
ac664d94-b2fe-4abb-b7e7-4bfa67eb1c3b,8a2a8ac608b7fff,0,Single-Family Residential,Single-Family Residential,Multi-Family Residential
acc1acf7-0285-4e81-9c9e-2d9bb07da8de,8a2a8ad4b527fff,0,Single-Family Residential,Single-Family Residential,Mixed Use
b0653979-3165-434b-8adb-d1b90dcf6bf3,8a2a8ac65337fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b290de38-f202-4121-bc44-4b1a3d094b9e,8a2a8ad4ab67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b93c233a-967e-4ef9-b511-22e73a877a94,8a2a8ad4aa67fff,0,Single-Family Residential (Vacant),Unclassified,Mixed Use
b97bcf2f-a9d3-4dbe-aaa5-898bae4688e1,8a2a8a89362ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
be106566-1f4e-4140-ac6c-bf8b863bf111,8a2a8ad48407fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
bfacdffe-9f25-4200-ad99-cbcaeea1544e,8a2a8ad4b21ffff,0,Single-Family Residential,Single-Family Residential,Multi-Family Residential
c3a42d3a-d8a9-4590-998f-0f6799e9d008,8a2a8ac66987fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c43ede2a-584c-47f5-bcd1-4b2ec109c4be,8a2a8ad4b527fff,0,Single-Family Residential,Single-Family Residential,Mixed Use
c59f1398-6deb-43ee-911c-86430f509afb,8a2a8ad4aaaffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c6cbaf8e-86cb-4904-bb93-e044e61334a6,8a2a8ad48467fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c9248fe6-6bba-4039-a43f-f909885eb8bf,8a2a8ad4aad7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ca1b0351-b0fd-4c44-ad05-967385d6d55c,8a2a8ac65a37fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
cb8d903e-7379-4b85-a638-7df59384c89d,8a2a8ad4a8e7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
cfb97e84-05e9-48fc-859a-1a3671075e45,8a2a8ac6466ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
d2ca321f-9286-4dd8-92b8-0b006e9566cd,8a2a8ac64b1ffff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
d31d2c2b-c9ad-4bfc-8f25-f207c2313247,8a2a8ac664cffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d424e2eb-d24a-45d2-aa6e-e3bfb55533ad,8a2a8ac65887fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d43af3a3-3941-49fe-b061-561ec2ded0ae,8a2a8ac65a37fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d74f2280-b18d-46b6-9022-abbd5b9aff39,8a2a8ac6408ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d7d0aa2d-64d5-471a-b442-c934f5967d4f,8a2a8ad4b997fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d7d0aa2d-64d5-471a-b442-c934f5967d4f,8a2a8ad4b9b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d8218113-5b0b-42ee-b3e7-9de2aa8d41e6,8a2a8ac64237fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
dd265009-5a6b-4c1e-b736-47c70c60c9ca,8a2a8ad4b527fff,0,Single-Family Residential,Single-Family Residential,Mixed Use
e0aba913-856b-42b1-bf46-f07051c9e936,8a2a8ac6466ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
e5ac0215-b1e7-4750-bb3e-23aacd035d66,8a2a8ac64767fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e5ac0215-b1e7-4750-bb3e-23aacd035d66,8a2a8ac64747fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e6b522c3-99ba-4c29-bc19-9da3bf91ef10,8a2a8ac6514ffff,0,Commercial (Vacant),Commercial,Commercial
e7835aa0-128e-404c-a4aa-d6dd1a9971b4,8a2a8ad4b21ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e93ae425-f163-4f15-a664-4c1ce23f51ce,8a2a8ad4bd97fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ea1246bd-7657-4684-bc2f-9d39bafd69cf,8a2a8ac64b1ffff,0,Multi-Family Residential (Vacant),Multi-Family Residential,Multi-Family Residential
f316ca36-0d2f-4e4c-9562-3fe4e3b64bad,8a2a8ad48097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f499ef14-2468-4373-b1c6-98627732d968,8a2a8ac60c2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f499ef14-2468-4373-b1c6-98627732d968,8a2a8ac60c27fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f63df4ad-b7b0-4e90-b359-754292385523,8a2a8ad59a07fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f71972f4-e26e-4530-b077-680059e548fe,8a2a8ad4bc07fff,0,Multi-Family Residential,Multi-Family Residential,Mixed Use
f9d05bcd-d0c9-43fc-9718-8b03001c4349,8a2a8ad4b097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
fb5af094-c66c-458b-a9b4-e4f2d6e8ddef,8a2a8ad4a817fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
fd3af2b0-6f88-4dd1-a301-73491633c599,8a2a8ac63c77fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
fd5a6e3b-89f1-4e39-a139-a37465fc0eca,8a2a8a892037fff,0,Commercial (Vacant),Commercial,Commercial
fd683854-5e73-44c1-99ad-b164401ffa4e,8a2a8ad4b267fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c60abe15-7c87-4035-9beb-7eb3d293b8a2,8a2a8ad4a8effff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
4d6074ac-c9bc-4721-8ab0-2e6859511706,8a2a8ac6464ffff,0,Single-Family Residential,Commercial,Mixed Use
4e622a04-5ef4-4beb-8295-7bc98beaa2b3,8a2a8ac64007fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
1324dd27-d1ec-4d04-939c-e43c2587abb2,8a2a8ac64adffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
27a2998c-bd05-48f9-91c4-02e1b179511d,8a2a8ad4b06ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
4e2e2a72-b5d4-4ab9-a1ce-2f528edb4978,8a2a8ac6504ffff,0,Multi-Family Residential,,Multi-Family Residential
24e45c7a-4cce-4392-b774-fef0ae4e2a29,8a2a8a896747fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
0f8ff43f-62e9-4dcc-9e31-71d6f01c8fb6,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
08a2d262-f4ab-468f-a668-bb0486966693,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
0063906e-520d-479f-b722-7f0538038893,8a2a8ac6dd17fff,0,Commercial,Commercial,Commercial
0063906e-520d-479f-b722-7f0538038893,8a2a8ac6dd0ffff,0,Commercial,Commercial,Commercial
14347287-576b-4f13-ad0a-ca3fb885f116,8a2a8ad4a2b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1dee121a-8179-445e-bfcc-b0d408c93b41,8a2a8ad4b097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1f45c883-c1c1-41ba-a0d7-1b69810e5167,8a2a8ac66207fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
24f79d6b-ecd2-47a2-9942-0d00be8876b6,8a2a8ac646dffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
24f79d6b-ecd2-47a2-9942-0d00be8876b6,8a2a8ac60d77fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
525d3ea3-0013-48a7-a9ee-48c917b92a77,8a2a8ac6466ffff,0,Single-Family Residential,Multi-Family Residential,Single-Family Residential
5574e8c0-fc79-4dac-9845-fb036cfe8a93,8a2a8ad59a47fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5d2c148d-f093-4e07-83a0-5bbd3bc2494e,8a2a8ac64097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
75616bdb-8e84-41f6-8035-0d3667fc2bb3,8a2a8ad4a8effff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
81f8b74f-0fa0-4612-9b57-5afd95cf8fc9,8a2a8ac66397fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8597d069-3fd6-459d-9919-181deea75de0,8a2a8ad4bd97fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9bf0f55b-4df3-434f-b841-feab85fa5ebe,8a2a8ac646dffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a2903a28-b8fa-45c6-83aa-c8c5592c06be,8a2a8ac64c47fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a4e6f867-8e60-4ce7-9a32-df260180f26b,8a2a8ad4ab67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b1852145-8679-4e50-a33c-9de6c59df1a1,8a2a8a892d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
bd94878e-6e08-49ae-a588-6fd61133ecd2,8a2a8ad59047fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
bd94878e-6e08-49ae-a588-6fd61133ecd2,8a2a8ad59067fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c1e9af34-8bd4-4768-8e86-5f470e14e8e9,8a2a8ad59067fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e026b2de-a4c3-4a53-8ce2-ed9d4871ccd6,8a2a8ac6585ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
e026b2de-a4c3-4a53-8ce2-ed9d4871ccd6,8a2a8ac658effff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
e5484ab7-7335-4fbc-b426-c8c4b89e9d30,8a2a8ac641affff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f0743453-9619-49b2-9606-db1c719946eb,8a2a8ac6494ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f854371a-6744-42b9-b428-d64b373b5026,8a2a8ac64097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
3d33046b-7df7-4265-9497-ec821376e29b,8a2a8ad4a40ffff,0,Agricultural Land (Vacant),Agricultural Land,Agricultural Land
3d33046b-7df7-4265-9497-ec821376e29b,8a2a8ad4a58ffff,0,Agricultural Land (Vacant),Agricultural Land,Agricultural Land
3d33046b-7df7-4265-9497-ec821376e29b,8a2a8ad4a51ffff,0,Agricultural Land (Vacant),Agricultural Land,Agricultural Land
3d33046b-7df7-4265-9497-ec821376e29b,8a2a8ad4a50ffff,0,Agricultural Land (Vacant),Agricultural Land,Agricultural Land
42aa0816-7f90-4c9b-b7c5-f23a79a48d3c,8a2a8a892217fff,0,Commercial (Vacant),Commercial,Infrastructure
5334308c-072d-4866-a9cc-b54942634f96,8a2a8ac6408ffff,0,Unclassified,Unclassified,Residential (unspecified)
5334308c-072d-4866-a9cc-b54942634f96,8a2a8ac640f7fff,0,Unclassified,Unclassified,Residential (unspecified)
8ab8d5c3-e477-4c3f-870a-5bdb5bee248d,8a2a8ac6dd8ffff,0,Multi-Family Residential,Unclassified,Mixed Use
8ab8d5c3-e477-4c3f-870a-5bdb5bee248d,8a2a8ac6dd87fff,0,Multi-Family Residential,Unclassified,Mixed Use
12d8f0bd-0412-4b1e-9ec0-79b1722103b5,8a2a8ac64097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
6a30e110-1807-4b4a-819c-1908c05555ec,8a2a8ad4a8e7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8d606db1-ef1f-4793-88a9-dca49d7d0571,8a2a8ac64837fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1e5134bb-b361-4dce-8009-2ec1fa663da4,8a2a8ad4a907fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
3829373a-f064-4aab-9074-6abbfe16e944,8a2a8ad48517fff,0,Agricultural Land,Agricultural Land,Mixed Use
3829373a-f064-4aab-9074-6abbfe16e944,8a2a8ad4e2effff,0,Agricultural Land,Agricultural Land,Mixed Use
df39fbc0-b4a2-4020-97f2-2e5c34738f3f,8a2a8ad4b9b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
df39fbc0-b4a2-4020-97f2-2e5c34738f3f,8a2a8ad486effff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
abe6d2bc-dc7d-477a-aba1-62a5930fca23,8a2a8ad4b997fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a49ff48c-0eaa-41a6-a812-5dd26a47b11d,8a2a8ac6c067fff,0,Commercial,Commercial,Commercial
44e959cb-6b3e-4175-a18a-c64b30f0b047,8a2a8ad4b527fff,0,Single-Family Residential,Single-Family Residential,Mixed Use
a4f06300-1af1-4b93-afa0-df8f3f01a7e6,8a2a8ad4b527fff,0,Single-Family Residential,Single-Family Residential,Mixed Use
a62b1635-d73f-42fc-a95b-cc58d022dd60,8a2a8ad4a817fff,0,Agricultural Land,Agricultural Land,Agricultural Land
a62b1635-d73f-42fc-a95b-cc58d022dd60,8a2a8ad4a99ffff,0,Agricultural Land,Agricultural Land,Agricultural Land
a62b1635-d73f-42fc-a95b-cc58d022dd60,8a2a8ad4a98ffff,0,Agricultural Land,Agricultural Land,Agricultural Land
e3411c67-ce07-4991-835c-4ca41cc4d120,8a2a8ad48407fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
189674db-85f3-41bb-bb96-133c640bd230,8a2a8ad484d7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5cbe3cd3-e1bf-4d1e-ba61-39bd8ad8b91d,8a2a8ad484affff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
7c2c0e5c-f247-4e3f-8f29-6bfd3e0f5406,8a2a8ad48467fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
7c2c0e5c-f247-4e3f-8f29-6bfd3e0f5406,8a2a8ad48097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
22f05bb0-d0b4-4d10-999e-5b177bafdff9,8a2a8ad48797fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
921730fb-c3ab-441f-9e12-d093ea2be699,8a2a8ad4aa67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d4e6c001-a55a-4c96-867b-c44b6ad68121,8a2a8ad4aa67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c413ac81-79f4-4049-be20-78eda9f21cd2,8a2a8ac6698ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d2ab2d03-7c73-4f4d-bfec-46bb050cd526,8a2a8ac6698ffff,0,Multi-Family Residential,,Multi-Family Residential
d2ab2d03-7c73-4f4d-bfec-46bb050cd526,8a2a8ac66827fff,0,Multi-Family Residential,,Multi-Family Residential
a4b92adb-1eff-466a-9291-1e5be3b38407,8a2a8ad4a657fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a4b92adb-1eff-466a-9291-1e5be3b38407,8a2a8ad4a6e7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
cfe0c914-f72b-4cde-9fd0-10b902ea2817,8a2a8ad59a57fff,0,Agricultural Land,Agricultural Land,Agricultural Land
cfe0c914-f72b-4cde-9fd0-10b902ea2817,8a2a8ad59a47fff,0,Agricultural Land,Agricultural Land,Agricultural Land
cfe0c914-f72b-4cde-9fd0-10b902ea2817,8a2a8ad59b4ffff,0,Agricultural Land,Agricultural Land,Agricultural Land
6ea15bef-12af-446c-81fc-41b07cf4cb9d,8a2a8ad59047fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b5cedc73-c9f3-422a-a2c5-6b5e729dbdcd,8a2a8ad59b67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b5cedc73-c9f3-422a-a2c5-6b5e729dbdcd,8a2a8ad4a79ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
32772d08-1e31-46cd-8824-4c2d9b7a0bef,8a2a8ad590effff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
070b808c-d1a0-4ce7-ba01-6f1b5a672782,8a2a8ad4aa9ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
0098f255-4ac9-4a7d-8d9a-bb285332e6c8,8a2a8ad4bd97fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c2c4d46e-2580-4420-8539-ec3144319cd7,8a2a8ac6481ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d78e0d65-7d0e-49cc-97eb-fb77687d1623,8a2a8ac6481ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
18525041-427a-4eb6-aa78-c680ba22e964,8a2a8ac60c87fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
18525041-427a-4eb6-aa78-c680ba22e964,8a2a8ac60d87fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
cec67ad1-43b0-4c12-8935-ac7fda7a83e5,8a2a8ac60daffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
74fd7134-dd80-4323-8b3d-9d34ad177a57,8a2a8ac66ac7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
74fd7134-dd80-4323-8b3d-9d34ad177a57,8a2a8ac66ae7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
332a068a-0a14-4bc5-8520-1edfbad9f47e,8a2a8ac663affff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e00e1ac0-69c1-4172-8c67-301912dc9b26,8a2a8ac663affff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ec5f068e-6e72-4c1e-b41c-fdf7f1a0d737,8a2a8ac6461ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d2fda38e-305d-4dad-86cf-6fe9562ce24f,8a2a8ac64687fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
29b249f3-118d-4002-9e45-acdec8d3ee52,8a2a8ac644f7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
40551511-2bab-404b-8a20-7e797712f1d8,8a2a8ad4bd97fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
886ad029-bd82-4f89-808d-cb1c92f41dc7,8a2a8ad4b527fff,0,Commercial,Commercial,Mixed Use
4848ad2a-368e-4f12-b468-09776fe18352,8a2a8ad4a287fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9598230a-a9eb-48f0-80e4-02af0e2238b9,8a2a8ad4a287fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b4bd7fe6-71ee-424b-94cc-43af4bc10042,8a2a8ad4b097fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
731556f0-b358-4d97-864a-4b0997897ec2,8a2a8ad4bc07fff,0,Multi-Family Residential,Multi-Family Residential,Mixed Use
c27ba45a-15a5-4615-92e0-bc38165b6f45,8a2a8ac6099ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
12d55bcf-cff1-440b-8045-e1ed15d84e27,8a2a8ac646dffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a0960f3f-c236-4b3b-b21d-3f046e83f6e3,8a2a8ac646dffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
559a4666-d08f-4a0a-b00d-54764393c9f2,8a2a8ac64687fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5dbe6677-dc78-4914-9ced-0e4fd6635a5c,8a2a8ac66b4ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5dbe6677-dc78-4914-9ced-0e4fd6635a5c,8a2a8ac66a67fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
2f2c4ffa-82d8-4018-8286-6404a9e5841d,8a2a8ac66a17fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
385d29ba-e16b-4a5f-bd21-ddb8185c1ce0,8a2a8ac60c2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ceaac17a-6b38-4401-a47a-afd594f016a6,8a2a8ac60c1ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8ea79c54-8f96-4d69-bb46-404d62b24626,8a2a8ad4b9b7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
2c3a3965-e6de-4be9-968b-423b425cf8d7,8a2a8ac6466ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
1e301048-5fcb-4f8b-8d00-02284efe85bd,8a2a8ac6466ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
1e301048-5fcb-4f8b-8d00-02284efe85bd,8a2a8ac6464ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
b9663cf7-2cc9-4bd8-8f82-10e384373d59,8a2a8ac64677fff,0,Single-Family Residential,Multi-Family Residential,Single-Family Residential
974ab7ab-83aa-49d5-ad3d-5d92c310f79e,8a2a8ac6466ffff,0,Single-Family Residential,Multi-Family Residential,Single-Family Residential
9ffb7ef9-e617-4ee9-bcc1-bcb01915d657,8a2a8ac6466ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
a241057d-9236-4dae-90ec-661b66ea06c6,8a2a8ac64677fff,0,Single-Family Residential,Multi-Family Residential,Single-Family Residential
b1b3857e-2a8a-4511-b5d3-c4d663b03283,8a2a8ac64677fff,0,Single-Family Residential,Multi-Family Residential,Single-Family Residential
b52eaaeb-21a3-4c04-975d-eba8098d46c2,8a2a8ac64677fff,0,Single-Family Residential,Multi-Family Residential,Single-Family Residential
f929c41c-90a0-4f9f-a403-0de74eb7c1b0,8a2a8ac64677fff,0,Single-Family Residential,Multi-Family Residential,Single-Family Residential
18a3bc28-3eb7-4375-93de-6a5deecefc1d,8a2a8ac64287fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
9ed67053-adb7-43bd-899e-ffe2c13d01c0,8a2a8ac64287fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
19cb4918-efb2-43b5-94d6-3c8ec7a71c57,8a2a8ad4b6affff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
fb5fdced-4b42-4215-aeca-e12d570a9936,8a2a8ad4b08ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
eb46c0a6-11ad-41f0-8fc3-6cf9c3ea22e6,8a2a8ad4b08ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
314e3eb0-0843-488c-ae57-065513869d82,8a2a8ac64307fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e8d2a1fa-faa7-43e2-a655-db26f72d32aa,8a2a8ac648d7fff,0,Single-Family Residential,Single-Family Residential,Mixed Use
461ce71a-0c01-420e-8a73-e4d8d492fe20,8a2a8ac648d7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
0397dd5c-0a76-4142-aeb0-59e2aaf2b1f4,8a2a8ac648d7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a77e0721-51af-49f9-95a7-a4255d9579b1,8a2a8ac64adffff,0,Institutional (Vacant),Institutional,Institutional
89582ef9-c162-41f6-8242-a602df269ea5,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
9a9c4ec6-63c8-4fd8-8b6e-0fa3e71c8b34,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
