feature_id,region_id,cluster_id,color,centroid_lat,centroid_lon,area_degrees_sq,geometry_json,rag_text
1121,8a2a8ac6ca47fff,0,#1f77b4,37.188073742948085,-80.39732823079379,1.4269611293235342e-06,"{""coordinates"":[[[-80.39714921310497,37.18869259685151],[-80.39797266709549,37.188503007992374],[-80.3981516735584,37.18788415248735],[-80.39750724421063,37.187454889917845],[-80.3966838059811,37.18764447224917],[-80.39650478133854,37.188263323677695],[-80.39714921310497,37.18869259685151]]],""type"":""Polygon""}","H3 region 8a2a8ac6ca47fff is feature 1121. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.188074, longitude -80.397328. Its display color is #1f77b4."
1122,8a2a8ac638cffff,0,#1f77b4,37.208072951787635,-80.44843750907462,1.4278904858063703e-06,"{""coordinates"":[[[-80.44825908143054,37.208692056566456],[-80.44908264062612,37.208502054118384],[-80.44926105703934,37.20788294774909],[-80.44861593246506,37.207453847886065],[-80.44779238902149,37.207643843787395],[-80.4476139544004,37.208262946098394],[-80.44825908143054,37.208692056566456]]],""type"":""Polygon""}","H3 region 8a2a8ac638cffff is feature 1122. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.208073, longitude -80.448438. Its display color is #1f77b4."
1123,8a2a8ad4bd27fff,0,#1f77b4,37.256593850125824,-80.4059680876628,1.430445722393323e-06,"{""coordinates"":[[[-80.40578892759258,37.25721335614506],[-80.40661351359876,37.257023489668015],[-80.40679266241182,37.25640398204594],[-80.40614724345251,37.25597434497824],[-80.40532267324848,37.256164204916395],[-80.40514350620177,37.25678370846103],[-80.40578892759258,37.25721335614506]]],""type"":""Polygon""}","H3 region 8a2a8ad4bd27fff is feature 1123. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.256594, longitude -80.405968. Its display color is #1f77b4."
1124,8a2a8ad4e31ffff,0,#1f77b4,37.275331371321805,-80.40747766512138,1.4314009226626467e-06,"{""coordinates"":[[[-80.40729845498745,37.27595105435957],[-80.40812335485364,37.27576111784694],[-80.40830255372175,37.27514143320579],[-80.4076568709721,37.274711689155204],[-80.40683198691971,37.274901619126176],[-80.40665276980336,37.27552129968928],[-80.40729845498745,37.27595105435957]]],""type"":""Polygon""}","H3 region 8a2a8ad4e31ffff is feature 1124. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.275331, longitude -80.407478. Its display color is #1f77b4."
1125,8a2a8ad4a977fff,0,#1f77b4,37.26918465099595,-80.41156468434515,1.431079341007446e-06,"{""coordinates"":[[[-80.41138555027125,37.26980428169764],[-80.41221032594113,37.26961433673228],[-80.41238944875246,37.26899470442846],[-80.41174381413873,37.26856502116601],[-80.41091905427682,37.268754959589145],[-80.41073991322087,37.26937458781685],[-80.41138555027125,37.26980428169764]]],""type"":""Polygon""}","H3 region 8a2a8ad4a977fff is feature 1125. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.269185, longitude -80.411565. Its display color is #1f77b4."
1126,8a2a8a892b9ffff,0,#1f77b4,37.210595900289945,-80.39234921051496,1.4281199211153065e-06,"{""coordinates"":[[[-80.39217004441352,37.211214958932565],[-80.39299390640193,37.21102533233552],[-80.39317306126657,37.210406272089024],[-80.39252837233832,37.20997684251927],[-80.39170452612778,37.21016646258738],[-80.3915253530678,37.21078551875407],[-80.39217004441352,37.211214958932565]]],""type"":""Polygon""}","H3 region 8a2a8a892b9ffff is feature 1126. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.210596, longitude -80.392349. Its display color is #1f77b4."
1127,8a2a8ac63517fff,0,#1f77b4,37.21070205455994,-80.46459372871875,1.427995442195703e-06,"{""coordinates"":[[[-80.46441550139826,37.21132120394787],[-80.46523903053186,37.21113108253882],[-80.46541724662166,37.210511931564106],[-80.46477195179203,37.210082906050665],[-80.46394843840515,37.210273020907444],[-80.46377020410137,37.210892167829826],[-80.46441550139826,37.21132120394787]]],""type"":""Polygon""}","H3 region 8a2a8ac63517fff is feature 1127. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.210702, longitude -80.464594. Its display color is #1f77b4."
1128,8a2a8ac66227fff,0,#1f77b4,37.234614025902786,-80.45616991856986,1.4292321321440514e-06,"{""coordinates"":[[[-80.45599149318312,37.23523338874695],[-80.45681547031212,37.23504324846857],[-80.45699388445631,37.23442388403452],[-80.45634833970159,37.2339946639357],[-80.4555243783386,37.23418479766161],[-80.45534594596448,37.23480415803868],[-80.45599149318312,37.23523338874695]]],""type"":""Polygon""}","H3 region 8a2a8ac66227fff is feature 1128. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.234614, longitude -80.456170. Its display color is #1f77b4."
1129,8a2a8ac6cc0ffff,0,#1f77b4,37.198375897008795,-80.4127977716918,1.4274594653846077e-06,"{""coordinates"":[[[-80.41261891675231,37.19899486670612],[-80.41344247530188,37.19880513912159],[-80.41362131901201,37.19818616782582],[-80.4129766223641,37.19775692818574],[-80.41215307957559,37.19794664923621],[-80.41197421767409,37.198565616460726],[-80.41261891675231,37.19899486670612]]],""type"":""Polygon""}","H3 region 8a2a8ac6cc0ffff is feature 1129. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.198376, longitude -80.412798. Its display color is #1f77b4."
1130,8a2a8ad593affff,0,#1f77b4,37.25457754069196,-80.44733922859336,1.430268269952656e-06,"{""coordinates"":[[[-80.44716061432808,37.25519707935576],[-80.44798497403251,37.25500693575145],[-80.44816357704515,37.2543873954947],[-80.44751783859631,37.253958002903715],[-80.4466934946748,37.254148139956],[-80.44651487341937,37.25476767615118],[-80.44716061432808,37.25519707935576]]],""type"":""Polygon""}","H3 region 8a2a8ad593affff is feature 1130. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.254578, longitude -80.447339. Its display color is #1f77b4."
1131,8a2a8ac65507fff,0,#1f77b4,37.23144714652375,-80.4247764761596,1.429127014615378e-06,"{""coordinates"":[[[-80.42459765418869,37.232066440768875],[-80.425421722772,37.2318765256035],[-80.42560053349915,37.231257229761184],[-80.4249552938626,37.23082785315288],[-80.4241312410568,37.231017761776315],[-80.4239524121102,37.231637053549896],[-80.42459765418869,37.232066440768875]]],""type"":""Polygon""}","H3 region 8a2a8ac65507fff is feature 1131. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.231447, longitude -80.424776. Its display color is #1f77b4."
1132,8a2a8ac606dffff,0,#1f77b4,37.21564984559512,-80.45317382351134,1.4282688511306982e-06,"{""coordinates"":[[[-80.45299542938974,37.21626902719813],[-80.45381909613239,37.21607896809708],[-80.45399747901999,37.21545978490435],[-80.45335221337996,37.21503066486953],[-80.45252856239222,37.215220717421396],[-80.45235016128981,37.21583989655716],[-80.45299542938974,37.21626902719813]]],""type"":""Polygon""}","H3 region 8a2a8ac606dffff is feature 1132. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.215650, longitude -80.453174. Its display color is #1f77b4."
1133,8a2a8ac63c0ffff,0,#1f77b4,37.21241291419695,-80.45718175087255,1.42809627317107e-06,"{""coordinates"":[[[-80.45700342084817,37.21303207044596],[-80.45782701364831,37.212841994275735],[-80.4580053324406,37.21222283643812],[-80.45736007664632,37.21179375882587],[-80.45653649959722,37.211983828445995],[-80.45635816259153,37.212602982228375],[-80.45700342084817,37.21303207044596]]],""type"":""Polygon""}","H3 region 8a2a8ac63c0ffff is feature 1133. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.212413, longitude -80.457182. Its display color is #1f77b4."
1134,8a2a8ad48467fff,0,#1f77b4,37.26459791173154,-80.40134368089782,1.4308631220558794e-06,"{""coordinates"":[[[-80.40116443087676,37.2652174867961],[-80.40198917532403,37.265027626533445],[-80.4021684140838,37.264408049864564],[-80.40152292663498,37.26397833753793],[-80.40069819799712,37.26416819126221],[-80.40051894099884,37.26478776385139],[-80.40116443087676,37.2652174867961]]],""type"":""Polygon""}","H3 region 8a2a8ad48467fff is feature 1134. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.264598, longitude -80.401344. Its display color is #1f77b4."
1135,8a2a8ad484d7fff,0,#1f77b4,37.26369846562183,-80.40776218836885,1.4308056774723497e-06,"{""coordinates"":[[[-80.40758302521647,37.264318040298555],[-80.40840772455323,37.264128138886726],[-80.40858687644528,37.26350856260725],[-80.40794134724024,37.26307889181669],[-80.40711666370952,37.263268786688194],[-80.40693749357797,37.26388835889046],[-80.40758302521647,37.264318040298555]]],""type"":""Polygon""}","H3 region 8a2a8ad484d7fff is feature 1135. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.263698, longitude -80.407762. Its display color is #1f77b4."
1136,8a2a8a89232ffff,0,#1f77b4,37.20583322780314,-80.3929586077196,1.4278756244270528e-06,"{""coordinates"":[[[-80.39277946724762,37.20645224261075],[-80.39360324498696,37.2062626270222],[-80.39378237422441,37.205643610611105],[-80.39313774391462,37.2052142138677],[-80.39231398194974,37.2054038229277],[-80.39213483452039,37.20602283525953],[-80.39277946724762,37.20645224261075]]],""type"":""Polygon""}","H3 region 8a2a8a89232ffff is feature 1136. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.205833, longitude -80.392959. Its display color is #1f77b4."
1137,8a2a8a8924cffff,0,#1f77b4,37.208709440439065,-80.41058034709557,1.4279910775901281e-06,"{""coordinates"":[[[-80.41040142497037,37.20932850415945],[-80.41122517042487,37.20913875876787],[-80.41140408131571,37.208519693448046],[-80.41075926495085,37.208090377592406],[-80.40993553526513,37.20828011644937],[-80.40975660617568,37.20889917769648],[-80.41040142497037,37.20932850415945]]],""type"":""Polygon""}","H3 region 8a2a8a8924cffff is feature 1137. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.208709, longitude -80.410580. Its display color is #1f77b4."
1138,8a2a8a89671ffff,0,#1f77b4,37.2256055075182,-80.39492727070947,1.4288819664335966e-06,"{""coordinates"":[[[-80.39474808230042,37.226224709882125],[-80.39557218908195,37.2260350177979],[-80.3957513662474,37.225415813830004],[-80.39510645483885,37.22498630602597],[-80.3942823638439,37.22517599157863],[-80.39410316847109,37.22579519146677],[-80.39474808230042,37.226224709882125]]],""type"":""Polygon""}","H3 region 8a2a8a89671ffff is feature 1138. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.225606, longitude -80.394927. Its display color is #1f77b4."
1139,8a2a8ad4aceffff,0,#1f77b4,37.266574532825395,-80.42540577440813,1.430921071125147e-06,"{""coordinates"":[[[-80.4252268301736,37.26719415639024],[-80.42605149701026,37.2670041248337],[-80.42623042998461,37.26638449967012],[-80.42558471436871,37.26595491013365],[-80.42476006333236,37.266144935143814],[-80.42458111211177,37.26676455623672],[-80.4252268301736,37.26719415639024]]],""type"":""Polygon""}","H3 region 8a2a8ad4aceffff is feature 1139. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.266575, longitude -80.425406. Its display color is #1f77b4."
1140,8a2a8ac66adffff,0,#1f77b4,37.23599390186579,-80.45269551370018,1.4293089311034675e-06,"{""coordinates"":[[[-80.45251703800568,37.236613273320046],[-80.45334105487233,37.2364231524212],[-80.45351951932331,37.23580377937614],[-80.45287398513788,37.23537453128824],[-80.45204998403968,37.23556464563559],[-80.45187150135861,37.236184014622246],[-80.45251703800568,37.236613273320046]]],""type"":""Polygon""}","H3 region 8a2a8ac66adffff is feature 1140. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.235994, longitude -80.452696. Its display color is #1f77b4."
1141,8a2a8ad59b1ffff,0,#1f77b4,37.260005969832825,-80.43884740209616,1.430561079582022e-06,"{""coordinates"":[[[-80.43866865718552,37.260625548713335],[-80.43949314922111,37.26043544596944],[-80.43967188287583,37.259815865493714],[-80.43902614273989,37.25938639182691],[-80.43820166649444,37.25957648802086],[-80.43802291459498,37.26019606443145],[-80.43866865718552,37.260625548713335]]],""type"":""Polygon""}","H3 region 8a2a8ad59b1ffff is feature 1141. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.260006, longitude -80.438847. Its display color is #1f77b4."
1142,8a2a8ad4b60ffff,0,#1f77b4,37.23906003208645,-80.41180694789041,1.429539226997188e-06,"{""coordinates"":[[[-80.41162792896436,37.23967938140977],[-80.412452187854,37.23948953080138],[-80.41263119553157,37.23887017987742],[-80.41198596254162,37.23844068363591],[-80.4111617194401,37.23863052770563],[-80.41098269354063,37.23924987455543],[-80.41162792896436,37.23967938140977]]],""type"":""Polygon""}","H3 region 8a2a8ad4b60ffff is feature 1142. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.239060, longitude -80.411807. Its display color is #1f77b4."
1143,8a2a8ac63a97fff,0,#1f77b4,37.20435842615029,-80.44950797916273,1.4276988738711915e-06,"{""coordinates"":[[[-80.44932957918991,37.204977497460774],[-80.45015306992886,37.20478749957303],[-80.45033145867266,37.20416842667251],[-80.44968637488304,37.20373935571729],[-80.44886289989321,37.2039293470584],[-80.44868449294407,37.20454841590124],[-80.44932957918991,37.204977497460774]]],""type"":""Polygon""}","H3 region 8a2a8ac63a97fff is feature 1143. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.204358, longitude -80.449508. Its display color is #1f77b4."
1144,8a2a8ac66b67fff,0,#1f77b4,37.240611636771106,-80.44521033285395,1.4295584196802251e-06,"{""coordinates"":[[[-80.44503174267257,37.2412310421545],[-80.4458558732824,37.2410409577598],[-80.4460344522175,37.24042155078364],[-80.4453889187746,37.239992232263575],[-80.44456480393943,37.240182310108636],[-80.44438620677268,37.24080171302328],[-80.44503174267257,37.2412310421545]]],""type"":""Polygon""}","H3 region 8a2a8ac66b67fff is feature 1144. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.240612, longitude -80.445210. Its display color is #1f77b4."
1145,8a2a8ac644f7fff,0,#1f77b4,37.24351864375028,-80.4451415111664,1.4297070857956996e-06,"{""coordinates"":[[[-80.44496290931173,37.244138076245626],[-80.4457870899771,37.243947983033],[-80.4459656805841,37.2433285489447],[-80.44532010875976,37.24289921213066],[-80.44449594387099,37.2430892987933],[-80.44431733503014,37.243708728819854],[-80.44496290931173,37.244138076245626]]],""type"":""Polygon""}","H3 region 8a2a8ac644f7fff is feature 1145. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.243519, longitude -80.445142. Its display color is #1f77b4."
1146,8a2a8ad480b7fff,0,#1f77b4,37.265167459981186,-80.39886943946865,1.4308966513841578e-06,"{""coordinates"":[[[-80.39869015513148,37.26578703727559],[-80.39951492078022,37.26559719216735],[-80.39969419385565,37.264977613268],[-80.3990487195208,37.264547883557476],[-80.39822396968289,37.264737722128096],[-80.39804467836915,37.265357296946746],[-80.39869015513148,37.26578703727559]]],""type"":""Polygon""}","H3 region 8a2a8ad480b7fff is feature 1146. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.265167, longitude -80.398869. Its display color is #1f77b4."
1147,8a2a8ac623affff,0,#1f77b4,37.217230277007225,-80.46886554229042,1.4283210667549716e-06,"{""coordinates"":[[[-80.46868734636995,37.217849492811254],[-80.46951096725128,37.2176593212649],[-80.4696891519384,37.21704010387481],[-80.46904373396441,37.21661106208205],[-80.46822012883223,37.216801227073965],[-80.46804192592508,37.217420440412965],[-80.46868734636995,37.217849492811254]]],""type"":""Polygon""}","H3 region 8a2a8ac623affff is feature 1147. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.217230, longitude -80.468866. Its display color is #1f77b4."
1148,8a2a8ac642e7fff,0,#1f77b4,37.23426284121944,-80.43011752306792,1.4292612630822175e-06,"{""coordinates"":[[[-80.42993876011154,37.23488216845519],[-80.43076285211062,37.234692207718616],[-80.43094160382233,37.234072878886806],[-80.43029628175815,37.23364351485835],[-80.42947220553613,37.233833469050936],[-80.42929343560142,37.23445279381586],[-80.42993876011154,37.23488216845519]]],""type"":""Polygon""}","H3 region 8a2a8ac642e7fff is feature 1148. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.234263, longitude -80.430118. Its display color is #1f77b4."
1149,8a2a8ad59b07fff,0,#1f77b4,37.260815648761024,-80.4378441578908,1.4306042776569038e-06,"{""coordinates"":[[[-80.43766539691906,37.26143523396508],[-80.43848990747016,37.261245135512894],[-80.43866865718552,37.260625548713335],[-80.43802291459498,37.26019606443145],[-80.437198419835,37.26038615633393],[-80.43701965187458,37.2610057390679],[-80.43766539691906,37.26143523396508]]],""type"":""Polygon""}","H3 region 8a2a8ad59b07fff is feature 1149. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.260816, longitude -80.437844. Its display color is #1f77b4."
1150,8a2a8ad4ad07fff,0,#1f77b4,37.27215136651231,-80.42379510795847,1.4312090805376655e-06,"{""coordinates"":[[[-80.42361612203807,37.272771040194115],[-80.42444089183601,37.27258100189913],[-80.4246198664935,37.271961326617955],[-80.42397408960326,37.271531693703295],[-80.42314933560996,37.271721725451734],[-80.42297034270244,37.27234139666127],[-80.42361612203807,37.272771040194115]]],""type"":""Polygon""}","H3 region 8a2a8ad4ad07fff is feature 1150. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.272151, longitude -80.423795. Its display color is #1f77b4."
1151,8a2a8ac66977fff,0,#1f77b4,37.24819230177502,-80.44994935285088,1.4299372159492258e-06,"{""coordinates"":[[[-80.44977079622275,37.24881178395467],[-80.45059503453732,37.24862164286999],[-80.45077357991599,37.24800215909831],[-80.45012790521889,37.2475728204714],[-80.44930368268193,37.247762955004006],[-80.44912511906465,37.24838243471549],[-80.44977079622275,37.24881178395467]]],""type"":""Polygon""}","H3 region 8a2a8ac66977fff is feature 1151. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.248192, longitude -80.449949. Its display color is #1f77b4."
1152,8a2a8a89669ffff,0,#1f77b4,37.22260971660699,-80.40040906948138,1.428719171536421e-06,"{""coordinates"":[[[-80.40022996348391,37.22322889777898],[-80.40105399368116,37.223039177695874],[-80.4012330884369,37.22241999492135],[-80.40058817120206,37.2219905363073],[-80.39976415678706,37.222180249857416],[-80.39958504382481,37.22279942855446],[-80.40022996348391,37.22322889777898]]],""type"":""Polygon""}","H3 region 8a2a8a89669ffff is feature 1152. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.222610, longitude -80.400409. Its display color is #1f77b4."
1153,8a2a8a893717fff,0,#1f77b4,37.19163641531038,-80.38937955522178,1.4271571319565265e-06,"{""coordinates"":[[[-80.38920042102355,37.192255292673515],[-80.39002397260836,37.19206574684011],[-80.39020309557837,37.19144686787332],[-80.38955868514402,37.191017538819565],[-80.38873514932594,37.1912070781273],[-80.38855600817567,37.191825953014344],[-80.38920042102355,37.192255292673515]]],""type"":""Polygon""}","H3 region 8a2a8a893717fff is feature 1153. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.191636, longitude -80.389380. Its display color is #1f77b4."
1154,8a2a8ac6698ffff,0,#1f77b4,37.24810017769941,-80.45536183411338,1.4299226978391497e-06,"{""coordinates"":[[[-80.45518334825186,37.24871966572603],[-80.45600755985251,37.24852948785626],[-80.45618603446509,37.24790999823891],[-80.45554031571716,37.24748069054935],[-80.45471611989171,37.24767086186528],[-80.4545376270392,37.24829034742451],[-80.45518334825186,37.24871966572603]]],""type"":""Polygon""}","H3 region 8a2a8ac6698ffff is feature 1154. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.248100, longitude -80.455362. Its display color is #1f77b4."
1155,8a2a8ac6622ffff,0,#1f77b4,37.23356544520924,-80.45570280591777,1.4291794076721708e-06,"{""coordinates"":[[[-80.4555243783386,37.23418479766161],[-80.45634833970159,37.2339946639357],[-80.45652675603863,37.23337530989336],[-80.45588122924187,37.23294609363391],[-80.45505728364441,37.23313622080765],[-80.45487884907836,37.23375557079289],[-80.4555243783386,37.23418479766161]]],""type"":""Polygon""}","H3 region 8a2a8ac6622ffff is feature 1155. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.233565, longitude -80.455703. Its display color is #1f77b4."
1156,8a2a8ac65447fff,0,#1f77b4,37.22644342067017,-80.42391376190704,1.4288729454356064e-06,"{""coordinates"":[[[-80.42373494729009,37.22706266701306],[-80.42455893428156,37.2268727737293],[-80.424737737657,37.22625352578924],[-80.42409257225661,37.225824175201616],[-80.42326860103977,37.22601406194434],[-80.42308977944886,37.22663330581562],[-80.42373494729009,37.22706266701306]]],""type"":""Polygon""}","H3 region 8a2a8ac65447fff is feature 1156. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.226443, longitude -80.423914. Its display color is #1f77b4."
1157,8a2a8ac6c8a7fff,0,#1f77b4,37.19822630916648,-80.40592237569014,1.4274641149748262e-06,"{""coordinates"":[[[-80.40574343195783,37.19884526890006],[-80.40656701974646,37.19865558884197],[-80.40674595224885,37.19803662750834],[-80.40610131515234,37.197607350306555],[-80.40527774312767,37.19779702383282],[-80.40509879243575,37.19841598109259],[-80.40574343195783,37.19884526890006]]],""type"":""Polygon""}","H3 region 8a2a8ac6c8a7fff is feature 1157. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.198226, longitude -80.405922. Its display color is #1f77b4."
1158,8a2a8ac649affff,0,#1f77b4,37.2512262088062,-80.42675920109394,1.4301341142048066e-06,"{""coordinates"":[[[-80.4265803314804,37.25184569055353],[-80.42740472930394,37.251655698680125],[-80.42758358766464,37.25103621533513],[-80.42693806643692,37.25060672793265],[-80.42611368440299,37.25079671326108],[-80.42593480780734,37.251416192536865],[-80.4265803314804,37.25184569055353]]],""type"":""Polygon""}","H3 region 8a2a8ac649affff is feature 1158. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.251226, longitude -80.426759. Its display color is #1f77b4."
1159,8a2a8ac6dd17fff,0,#1f77b4,37.185977528822114,-80.39639744091623,1.4268557827443342e-06,"{""coordinates"":[[[-80.39621841892276,37.18659636192233],[-80.39704184139178,37.186406786118546],[-80.39722085216027,37.18578795141662],[-80.39657645863772,37.18535869659507],[-80.39575305192871,37.18554826587159],[-80.39557402298242,37.186167096496796],[-80.39621841892276,37.18659636192233]]],""type"":""Polygon""}","H3 region 8a2a8ac6dd17fff is feature 1159. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.185978, longitude -80.396397. Its display color is #1f77b4."
1160,8a2a8ac6355ffff,0,#1f77b4,37.20731864974039,-80.46172389683942,1.4278278826386212e-06,"{""coordinates"":[[[-80.4615456447228,37.20793776389064],[-80.46236912935495,37.20774767295085],[-80.4625473702422,37.2071285572133],[-80.46190214470822,37.20669953646864],[-80.46107867582184,37.20688962085749],[-80.46090041672386,37.20750873254182],[-80.4615456447228,37.20793776389064]]],""type"":""Polygon""}","H3 region 8a2a8ac6355ffff is feature 1160. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.207319, longitude -80.461724. Its display color is #1f77b4."
1161,8a2a8ac6188ffff,0,#1f77b4,37.21272226529743,-80.42326157247312,1.428173285500799e-06,"{""coordinates"":[[[-80.42308280029769,37.21334138237632],[-80.42390655566744,37.21315153736876],[-80.42408531660769,37.21253241869321],[-80.4234403403833,37.21210314909328],[-80.42261660077946,37.212292987561675],[-80.42243782163429,37.21291210216906],[-80.42308280029769,37.21334138237632]]],""type"":""Polygon""}","H3 region 8a2a8ac6188ffff is feature 1161. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.212722, longitude -80.423262. Its display color is #1f77b4."
1162,8a2a8a896587fff,0,#1f77b4,37.233426438186605,-80.40112636850937,1.4292704694586344e-06,"{""coordinates"":[[[-80.40094723162102,37.23404572147699],[-80.40177144353899,37.23385596200356],[-80.40195056918061,37.23323667711029],[-80.40130550111931,37.232807155768235],[-80.40048130499038,37.23299690870714],[-80.40030216113388,37.233616189522536],[-80.40094723162102,37.23404572147699]]],""type"":""Polygon""}","H3 region 8a2a8a896587fff is feature 1162. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.233426, longitude -80.401126. Its display color is #1f77b4."
1163,8a2a8ad4bc77fff,0,#1f77b4,37.251827838370936,-80.40657671261997,1.4302010411264582e-06,"{""coordinates"":[[[-80.40639757819389,37.252447300586816],[-80.40722207979833,37.252257445123014],[-80.40740120296952,37.25163798130467],[-80.40675584276667,37.25120837702694],[-80.40593135696098,37.25139822595222],[-80.40575221555959,37.25201768569364],[-80.40639757819389,37.252447300586816]]],""type"":""Polygon""}","H3 region 8a2a8ad4bc77fff is feature 1163. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.251828, longitude -80.406577. Its display color is #1f77b4."
1164,8a2a8ad59767fff,0,#1f77b4,37.25529523413384,-80.45174956057663,1.4302969643120665e-06,"{""coordinates"":[[[-80.45157100104308,37.25591478498013],[-80.45239535254943,37.25572460886128],[-80.45257390083036,37.25510505642305],[-80.45192811584958,37.2546756841635],[-80.45110378012468,37.25486585372883],[-80.4509252135993,37.25548540210711],[-80.45157100104308,37.25591478498013]]],""type"":""Polygon""}","H3 region 8a2a8ad59767fff is feature 1164. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.255295, longitude -80.451750. Its display color is #1f77b4."
1165,8a2a8ac643b7fff,0,#1f77b4,37.23950649989629,-80.43245058704501,1.4295249779901446e-06,"{""coordinates"":[[[-80.4322718349771,37.24012587909558],[-80.43309600586875,37.239935885634836],[-80.43327474668976,37.23931650483979],[-80.43262933484688,37.238887121571686],[-80.4318051797347,37.23907710848704],[-80.43162642068613,37.23969648521577],[-80.4322718349771,37.24012587909558]]],""type"":""Polygon""}","H3 region 8a2a8ac643b7fff is feature 1165. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.239506, longitude -80.432451. Its display color is #1f77b4."
1166,8a2a8ac610dffff,0,#1f77b4,37.20496308945255,-80.42934578496163,1.4277661215189152e-06,"{""coordinates"":[[[-80.42916712065846,37.205582141426675],[-80.42999071520077,37.20539227956405],[-80.4301693682729,37.20477322599509],[-80.42952444500355,37.204344038354016],[-80.42870086621947,37.20453389367644],[-80.42852219494671,37.205152943180025],[-80.42916712065846,37.205582141426675]]],""type"":""Polygon""}","H3 region 8a2a8ac610dffff is feature 1166. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.204963, longitude -80.429346. Its display color is #1f77b4."
1167,8a2a8a89254ffff,0,#1f77b4,37.21170503101783,-80.40510080850247,1.4281538461403252e-06,"{""coordinates"":[[[-80.40492180402477,37.21232411595951],[-80.40574562604108,37.21213439852201],[-80.4059246192825,37.211515311979426],[-80.40527980870732,37.21108594694924],[-80.40445600246412,37.21127565785356],[-80.40427699102321,37.21189474032114],[-80.40492180402477,37.21232411595951]]],""type"":""Polygon""}","H3 region 8a2a8a89254ffff is feature 1167. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.211705, longitude -80.405101. Its display color is #1f77b4."
1168,8a2a8ac63ac7fff,0,#1f77b4,37.20178395118592,-80.44563766953297,1.4275744203383063e-06,"{""coordinates"":[[[-80.4454592287828,37.202402993586354],[-80.44628269347363,37.202213030414576],[-80.44646112299566,37.20159398642329],[-80.44581610602944,37.20116490966267],[-80.4449926570877,37.201354866289385],[-80.44481420936327,37.201973906221674],[-80.4454592287828,37.202402993586354]]],""type"":""Polygon""}","H3 region 8a2a8ac63ac7fff is feature 1168. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.201784, longitude -80.445638. Its display color is #1f77b4."
1169,8a2a8ad4b367fff,0,#1f77b4,37.23956947553463,-80.39704101583254,1.4295916215691526e-06,"{""coordinates"":[[[-80.39686180296614,37.24018881119189],[-80.39768613888737,37.23999906013741],[-80.39786534050383,37.239379722876],[-80.3972202244177,37.23895014074878],[-80.39639590429131,37.23913988526932],[-80.39621668445638,37.239759218450914],[-80.39686180296614,37.24018881119189]]],""type"":""Polygon""}","H3 region 8a2a8ad4b367fff is feature 1169. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.239569, longitude -80.397041. Its display color is #1f77b4."
